OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,augmentation_match_status,augmentation_match_method,augmentation_match_confidence,augmentation_manual_review,augmentation_reference_row,augmentation_match_distance_m,augmentation_nearest_distance_m,augmentation_nearest_gap_m,external_source,external_station_id,external_station_name,external_station_address,external_operator,external_plug_types,external_number_of_plugs,external_charger_capacity,external_opening_hours,external_latitude,external_longitude,augmentation_review_reason
,NRMA Parks and Resorts,"Bombah Point Rd
Bulahdelah NSW 2423
Australia",Chargefox,8,AC,AC,-32.4400154,152.2328245,Mid-Coast Council,2423,Destination Charging R1,accepted,coordinate_near_clear,0.9,False,1631.0,2.8667868789741404,2.8667868789741404,4003.783553364138,Peclet local snapshot (experimental),HC2630,Bombah Point Rd Bulahdelah charger,"Bombah Point Rd
Bulahdelah NSW 2423
Australia",Chargefox,,8.0,AC,,-32.44,152.2328,
,,"Brewer St
Concord NSW 2137
Australia",Evie Networks,4,DC,75 kW,-33.8538342,151.1054057,City Of Canada Bay Council,2137,Kerbside Charging R1,accepted,coordinate_near_clear,0.9,False,1124.0,3.8391202028183558,3.8391202028183558,1737.9928691955042,Peclet local snapshot (experimental),HC2225,Brewer St Concord charger,"Brewer St
Concord NSW 2137
Australia",Evie Networks,,4.0,75 kW,,-33.8538,151.1054,
,Murrumbidgee Council,"Brolga Pl
Coleambally NSW 2707
Australia",Chargefox,2,AC,AC,-34.8064795,145.8801759,Murrumbidgee Council,2707,Destination Charging R1,review,coordinate_candidate,0.5,True,621.0,27.80452790847322,27.80452790847322,27832.683330763608,Peclet local snapshot (experimental),DC955,33-35 Brolga Pl Parking charger,"33-35 Brolga Pl, Coleambally NSW 2707, Australia",Chargefox,Type 2,2.0,22 kW,Open 24/7,-34.80633426,145.8804238,nearest=27.805m; gap=27832.683m; manual confirmation required
,Bathurst Regional Council,"Budden St
Rockley NSW 2795
Australia",Exploren,2,AC,AC,-33.6897651,149.5663856,Bathurst Regional Council,2795,Destination Charging R1,accepted,coordinate_near_clear,0.9,False,755.0,4.103029322323851,4.103029322323851,216.95462415522525,Peclet local snapshot (experimental),HC2732,Budden St Rockley charger,"Budden St
Rockley NSW 2795
Australia",Exploren,,2.0,AC,,-33.6898,149.5664,
,"War Memorial Hall, Tottenham","Bulbodney St
Tottenham NSW 2873
Australia",Exploren,2,AC,AC,-32.2494946,147.3540861,Lachlan Shire Council,2873,Destination Charging R2,accepted,coordinate_near_clear,0.9,False,1119.0,1.4384861573364762,1.4384861573364762,77586.67903483796,Peclet local snapshot (experimental),HC2145,Bulbodney St Tottenham charger,"Bulbodney St
Tottenham NSW 2873
Australia",Exploren,,2.0,AC,,-32.2495,147.3541,
,Berrigan Shire,"Burkinshaw St
Barooga NSW 3644
Australia",Non-networked,2,AC,AC,-35.9066869,145.6880429,Berrigan Shire Council,3644,Destination Charging R1,accepted,coordinate_near_clear,0.9,False,818.0,4.129245573265294,4.129245573265294,13754.233568298569,Peclet local snapshot (experimental),HC2682,Burkinshaw St Barooga charger,"Burkinshaw St
Barooga NSW 3644
Australia",Non-networked,,2.0,AC,,-35.9067,145.688,
,,"Cabarita Beach Bowls and Sports Club, Cabarita Beach NSW 2488",NRMA,4,DC,175 kW,-28.332159,153.5641479,Tweed Shire Council,2488,Fast Charging R1,review,coordinate_candidate,0.5,True,377.0,6.539399114186646,6.539399114186646,45.556011233967716,Peclet local snapshot (experimental),HC2651,Cabarita Beach Bowls and Sports Club Cabarita Beach charger,"Cabarita Beach Bowls and Sports Club, Cabarita Beach NSW 2488",NRMA,,4.0,DC,,-28.3322,153.5641,nearest=6.539m; gap=45.556m; manual confirmation required
,Dubbo Regional Council,"Caves Rd
Mitchell Highway
Wellington NSW 2820
Australia",Smart Charge,2,AC,AC,-32.6202413,148.9470403,Dubbo Regional Council,2820,Destination Charging R1,review,coordinate_candidate,0.5,True,1150.0,5.944332029914445,5.944332029914445,808.3750385016201,Peclet local snapshot (experimental),HC2717,Caves Rd Mitchell Highway Wellington charger,"Caves Rd
Mitchell Highway
Wellington NSW 2820
Australia",Smart Charge,,2.0,AC,,-32.6202,148.947,nearest=5.944m; gap=808.375m; manual confirmation required
,Kyogle Council,"Clarence St
Tabulam NSW 2469
Australia",Exploren,2,AC,AC,-28.8890741,152.5677423,Kyogle Council,2469,Destination Charging R1,review,coordinate_candidate,0.5,True,783.0,5.025319904642031,5.025319904642031,173.4455816630083,Peclet local snapshot (experimental),HC2668,Clarence St Tabulam charger,"Clarence St
Tabulam NSW 2469
Australia",Exploren,,2.0,AC,,-28.8891,152.5677,nearest=5.025m; gap=173.446m; manual confirmation required
,,"Cnr Cumberland Hwy & Cabramatta Rd W, Cabramatta NSW 2166, Australia",BP,4,DC,175 kW,-33.8993725,150.9191077,Fairfield City Council,2166,Fast Charging R1,accepted,coordinate_near_clear,0.9,False,787.0,3.1393553155719394,3.1393553155719394,88.22291894504077,Peclet local snapshot (experimental),HC2002,Cabramatta charger,"Cnr Cumberland Hwy & Cabramatta Rd W, Cabramatta NSW 2166, Australia",BP,,4.0,DC,,-33.8994,150.9191,
,Goolgowi Caravan Park,"Combo St
Goolgowi NSW 2652
Australia",Exploren,2,AC,AC,-33.9803438,145.7073444,Carrathool Shire Council,2652,Destination Charging R2,review,coordinate_candidate,0.5,True,1172.0,6.362439126960751,6.362439126960751,45604.54830361956,Peclet local snapshot (experimental),HC2459,Combo St Goolgowi charger,"Combo St
Goolgowi NSW 2652
Australia",Exploren,,2.0,AC,,-33.9803,145.7073,nearest=6.362m; gap=45604.548m; manual confirmation required
,,"Coonabarabran Visitor Cntr, Coonabarabran, 2357",NRMA,2,DC,50 kW,-31.27879984,149.2792432,Warrumbungle Shire Council,2357,Existing Fast Chargers,review,coordinate_candidate,0.5,True,239.0,22.09639987582991,22.09639987582991,617.0982806834958,Peclet local snapshot (experimental),FC132,Coonabarabran Visitors Centre charger,"Coonabarabran Coach Stop, Coonabarabran NSW 2357, Australia",NRMA,Tesla; Type 2,2.0,50 kW,Open 24/7,-31.278606,149.279192,nearest=22.096m; gap=617.098m; manual confirmation required
,,Corner Sturgeon St & Glenelg St Raymond Terrace NSW 2324 Australia,Tesla,12,DC,175 kW,-32.7645423,151.7425233,Port Stephens Council,2324,Fast Charging R1,review,coordinate_candidate,0.5,True,1151.0,5.183611464687444,5.183611464687444,2148.1149172024625,Peclet local snapshot (experimental),HC2731,Corner Sturgeon St & Glenelg St Raymond Terrace charger,Corner Sturgeon St & Glenelg St Raymond Terrace NSW 2324 Australia,Tesla,,12.0,DC,,-32.7645,151.7425,nearest=5.184m; gap=2148.115m; manual confirmation required
,,Council Car Park Lot 4 / DP251076 between 46 Lowe Street Queanbeyan NSW 2620,NRMA,4,DC,175 kW,-35.3549827,149.2329145,Queanbeyan-Palerang Regional Council,2620,Fast Charging R1,accepted,address_exact_unique,0.97,False,1919.0,2.330171969636564,2.330171969636564,943.4518116455342,Peclet local snapshot (experimental),HC2153,Council Car Park Lot 4 / DP251076 between 46 Lowe Street Queanbeyan charger,Council Car Park Lot 4 / DP251076 between 46 Lowe Street Queanbeyan NSW 2620,NRMA,,4.0,DC,,-35.355,149.2329,
,Edward River Council,"Cressy St
Deniliquin NSW 2710
Australia",Exploren,4,AC,AC,-35.5268433,144.9609962,Edward River Council,2710,Destination Charging R1,accepted,coordinate_near_clear,0.9,False,294.0,4.827005205619766,4.827005205619766,91.59918078688989,Peclet local snapshot (experimental),HC2680,Cressy St Deniliquin charger,"Cressy St
Deniliquin NSW 2710
Australia",Exploren,,4.0,AC,,-35.5268,144.961,
,Wallendbeen Park Farm,"Cullinga Rd
Wallendbeen NSW 2588
Australia",Exploren,1,AC,AC,-34.5615547,148.1710149,Cootamundra-gundagai Regional Council,2588,Destination Charging R2,review,coordinate_candidate,0.5,True,760.0,5.218647878787426,5.218647878787426,15869.893792833886,Peclet local snapshot (experimental),HC2089,Cullinga Rd Wallendbeen charger,"Cullinga Rd
Wallendbeen NSW 2588
Australia",Exploren,,1.0,AC,,-34.5616,148.171,nearest=5.219m; gap=15869.894m; manual confirmation required
,Shellharbour City Council,"Cygnet Ave
Shellharbour City Centre NSW 2529
Australia",Chargefox,4,AC,AC,-34.565502,150.8334516,Shellharbour City Council,2529,Destination Charging R1,accepted,coordinate_near_clear,0.9,False,1566.0,4.43739924618476,4.43739924618476,181.8501667948863,Peclet local snapshot (experimental),HC2681,Cygnet Ave Shellharbour City Centre charger,"Cygnet Ave
Shellharbour City Centre NSW 2529
Australia",Chargefox,,4.0,AC,,-34.5655,150.8335,
,Currabubula Recreation Grounds,"Davis St
Currabubula NSW 2342
Australia",Exploren,2,AC,AC,-31.2621086,150.7363082,Liverpool Plains Shire Council,2342,Destination Charging R2,accepted,coordinate_near_clear,0.9,False,745.0,1.2336694355938218,1.2336694355938218,20393.80085900992,Peclet local snapshot (experimental),HC2452,Davis St Currabubula charger,"Davis St
Currabubula NSW 2342
Australia",Exploren,,2.0,AC,,-31.2621,150.7363,
,Early Start Discovery Space,"Early Start Discovery Space (Building 21) University of Wollongong
Northfields Ave
Wollongong NSW 2522
Australia",Chargefox,4,AC,AC,-34.4079569,150.877135,Wollongong City Council,2522,Destination Charging R2,accepted,address_exact_unique,0.97,False,1946.0,5.768698062619693,5.768698062619693,1405.2934269849293,Peclet local snapshot (experimental),HC2097,Early Start Discovery Space (Building 21) University of Wollongong Northfields Ave Wollongong charger,"Early Start Discovery Space (Building 21) University of Wollongong
Northfields Ave
Wollongong NSW 2522
Australia",Chargefox,,4.0,AC,,-34.408,150.8771,
,,"Evans St
Randwick NSW 2031
Australia",PLUS ES,1,AC,22 kW,-33.9039196,151.2386892,Randwick City Council,2031,Kerbside Charging R1,accepted,coordinate_near_clear,0.9,False,729.0,2.39652362287637,2.39652362287637,368.14170836457595,Peclet local snapshot (experimental),HC2171,Evans St Randwick charger,"Evans St
Randwick NSW 2031
Australia",PLUS ES,,1.0,22 kW,,-33.9039,151.2387,
,Weddin Shire Council,"Forbes St
Grenfell NSW 2810
Australia",Exploren,2,AC,AC,-33.8960764,148.1599851,Weddin Shire Council,2810,Destination Charging R1,accepted,coordinate_near_clear,0.9,False,1511.0,2.962716257751607,2.962716257751607,456.8062082050792,Peclet local snapshot (experimental),HC2713,Forbes St Grenfell charger,"Forbes St
Grenfell NSW 2810
Australia",Exploren,,2.0,AC,,-33.8961,148.16,
,,"Gasworks Ln, Molong, NSW, 2866, Australia",NRMA,4,DC,175 kW,-33.0912006,148.8706612,Cabonne Council,2866,Fast Charging R1,accepted,coordinate_near_clear,0.9,False,2002.0,3.615200246099462,3.615200246099462,22502.40123041498,Peclet local snapshot (experimental),HC2019,Gasworks Ln Molong charger,"Gasworks Ln, Molong, NSW, 2866, Australia",NRMA,,4.0,DC,,-33.0912,148.8707,
,Port Kembla Golf Club,"Golf Pl
Primbee NSW 2502
Australia",EVSE,4,AC,AC,-34.5079997,150.8786484,Wollongong City Council,2502,Destination Charging R2,accepted,coordinate_near_clear,0.9,False,1595.0,4.435010510344606,4.435010510344606,2568.695513019154,Peclet local snapshot (experimental),HC2502,Golf Pl Primbee charger,"Golf Pl
Primbee NSW 2502
Australia",EVSE,,4.0,AC,,-34.508,150.8786,
,Ingenia Holiday Parks - South West Rocks.,"Gordon Young Dr
South West Rocks NSW 2431
Australia",Exploren,4,AC,AC,-30.8897222,153.0329191,Kempsey Shire Council,2431,Destination Charging R2,accepted,coordinate_near_clear,0.9,False,278.0,3.0684528639664936,3.0684528639664936,566.4655340114257,Peclet local snapshot (experimental),HC2343,Gordon Young Dr South West Rocks charger,"Gordon Young Dr
South West Rocks NSW 2431
Australia",Exploren,,4.0,AC,,-30.8897,153.0329,
,Club Lemon Tree,"Gould Dr
Lemon Tree Passage NSW 2319
Australia",Exploren,4,AC,AC,-32.7344282,152.0354666,Port Stephens Council,2319,Destination Charging R1,accepted,coordinate_near_clear,0.9,False,1599.0,4.426345455473188,4.426345455473188,231.04667877100422,Peclet local snapshot (experimental),HC2718,Gould Dr Lemon Tree Passage charger,"Gould Dr
Lemon Tree Passage NSW 2319
Australia",Exploren,,4.0,AC,,-32.7344,152.0355,
,,"Gouldsbury St
Mosman NSW 2088
Australia",Evie Networks,2,DC,75 kW,-33.8276585,151.2423815,Mosman Municipal Council,2088,Kerbside Charging R1,accepted,coordinate_near_clear,0.9,False,1109.0,4.920840709903713,4.920840709903713,245.4927316956874,Peclet local snapshot (experimental),HC2547,Gouldsbury St Mosman charger,"Gouldsbury St
Mosman NSW 2088
Australia",Evie Networks,,2.0,75 kW,,-33.8277,151.2424,
,Ripples on the Creek,"Gradys Creek Rd
Gradys Creek NSW 2474
Australia",Exploren,1,AC,AC,-28.4367634,152.9589563,Kyogle Council,2474,Destination Charging R2,review,coordinate_candidate,0.5,True,1558.0,5.900896685148668,5.900896685148668,20100.250305459977,Peclet local snapshot (experimental),HC2541,Gradys Creek Rd Gradys Creek charger,"Gradys Creek Rd
Gradys Creek NSW 2474
Australia",Exploren,,1.0,AC,,-28.4368,152.959,nearest=5.901m; gap=20100.250m; manual confirmation required
,Lockhart Shire Council,"Green St
Lockhart NSW 2656
Australia",Exploren,2,AC,AC,-35.2217005,146.7206963,Lockhart Shire Council,2656,Destination Charging R1,accepted,coordinate_near_clear,0.9,False,323.0,0.34066831689778143,0.34066831689778143,496.0868677220766,Peclet local snapshot (experimental),HC2714,Green St Lockhart charger,"Green St
Lockhart NSW 2656
Australia",Exploren,,2.0,AC,,-35.2217,146.7207,
,Wests Illawarra,"Hargreaves St
Unanderra NSW 2526
Australia",Exploren,4,AC,AC,-34.4519056,150.8425045,Wollongong City Council,2526,Destination Charging R2,accepted,coordinate_near_clear,0.9,False,1898.0,0.746989444124689,0.746989444124689,1802.3016967537924,Peclet local snapshot (experimental),HC2330,Hargreaves St Unanderra charger,"Hargreaves St
Unanderra NSW 2526
Australia",Exploren,,4.0,AC,,-34.4519,150.8425,
,Muswellbrook Shire Council,"Hill St
Muswellbrook NSW 2333
Australia",EVUp,2,AC,AC,-32.2619076,150.8940866,Muswellbrook Shire Council,2333,Destination Charging R1,accepted,coordinate_near_clear,0.9,False,1243.0,1.5171389974393128,1.5171389974393128,341.62746476468664,Peclet local snapshot (experimental),HC2669,Hill St Muswellbrook charger,"Hill St
Muswellbrook NSW 2333
Australia",EVUp,,2.0,AC,,-32.2619,150.8941,
,,"Hope St, Blaxland NSW 2774, Australia",Tesla,6,DC,175 kW,-33.7452292,150.6101288,Blue Mountains City Council,2774,Fast Charging R1,review,coordinate_candidate,0.5,True,1877.0,25.044284023597136,25.044284023597136,2450.9161902034325,Peclet local snapshot (experimental),FC231,Hope St Parking Lot charger,"126 Hope St, Blaxland NSW 2774, Australia",Tesla Supercharge,Type 2,6.0,250 kW,Open 24/7,-33.7451971,150.6103969,nearest=25.044m; gap=2450.916m; manual confirmation required
,,"Jessie St, Armidale NSW 2350, Australia",Tesla,4,DC,175 kW,-30.5132305,151.6633637,Armidale Regional Council,2350,Fast Charging R1,accepted,coordinate_near_clear,0.9,False,1544.0,4.857377684824356,4.857377684824356,352.9373810508726,Peclet local snapshot (experimental),HC2099,Jessie St Armidale charger,"Jessie St, Armidale NSW 2350, Australia",Tesla,,4.0,DC,,-30.5132,151.6634,
,Twin Towns Services Club Limited,"Leisure Dr
Banora Point NSW 2486
Australia",Chargefox,4,AC,AC,-28.212505,153.5305931,Tweed Shire Council,2486,Destination Charging R1,accepted,coordinate_near_clear,0.9,False,847.0,0.8753366841237149,0.8753366841237149,869.3905896403691,Peclet local snapshot (experimental),HC2692,Leisure Dr Banora Point charger,"Leisure Dr
Banora Point NSW 2486
Australia",Chargefox,,4.0,AC,,-28.2125,153.5306,
,Coolamon Shire Council,"Loughnan St
Coolamon NSW 2701
Australia",Exploren,2,AC,AC,-34.8145026,147.1957181,Coolamon Shire Council,2701,Destination Charging R1,accepted,coordinate_near_clear,0.9,False,821.0,1.6774782783010151,1.6774782783010151,563.0215691312543,Peclet local snapshot (experimental),HC2703,Loughnan St Coolamon charger,"Loughnan St
Coolamon NSW 2701
Australia",Exploren,,2.0,AC,,-34.8145,147.1957,
,Moree and District Services Club,"Morton St
Moree NSW 2400
Australia",Smart Charge,4,AC,AC,-29.4695982,149.848721,Moree Plains Shire Council,2400,Destination Charging R1,accepted,coordinate_near_clear,0.9,False,379.0,2.0428006183234753,2.0428006183234753,209.36147297526855,Peclet local snapshot (experimental),HC2674,Morton St Moree charger,"Morton St
Moree NSW 2400
Australia",Smart Charge,,4.0,AC,,-29.4696,149.8487,
,Gerringong Bowlo,"Pacific Ave
Gerringong NSW 2534
Australia",EVSE,2,AC,AC,-34.7426897,150.8323348,"Kiama, The Council of the Municipality of",2534,Destination Charging R2,accepted,coordinate_near_clear,0.9,False,376.0,3.37968962227792,3.37968962227792,671.1254843944574,Peclet local snapshot (experimental),HC2645,Pacific Ave Gerringong charger,"Pacific Ave
Gerringong NSW 2534
Australia",EVSE,,2.0,AC,,-34.7427,150.8323,
,Lake Macquarie Council,"Park Rd
Speers Point NSW 2284
Australia",Everty,2,AC,AC,-32.9612167,151.6209325,Lake Macquarie City Council,2284,Destination Charging R1,accepted,coordinate_near_clear,0.9,False,719.0,3.555588650648738,3.555588650648738,247.92077272264152,Peclet local snapshot (experimental),HC2704,Park Rd Speers Point charger,"Park Rd
Speers Point NSW 2284
Australia",Everty,,2.0,AC,,-32.9612,151.6209,
,Wagga Wagga Country Club,"Plumpton Rd
Kooringal NSW 2650
Australia",Noodoe,2,AC,AC,-35.1520396,147.3705687,Wagga Wagga City Council,2650,Destination Charging R1,review,coordinate_candidate,0.5,True,819.0,5.242810617956604,5.242810617956604,2248.506527221798,Peclet local snapshot (experimental),HC2693,Plumpton Rd Kooringal charger,"Plumpton Rd
Kooringal NSW 2650
Australia",Noodoe,,2.0,AC,,-35.152,147.3706,nearest=5.243m; gap=2248.507m; manual confirmation required
,,"Queens Rd
Five Dock NSW 2046
Australia",Evie Networks,4,DC,75 kW,-33.8696308,151.1223747,City Of Canada Bay Council,2046,Kerbside Charging R1,accepted,coordinate_near_clear,0.9,False,1972.0,4.145536069752104,4.145536069752104,568.5341952311461,Peclet local snapshot (experimental),HC2063,Queens Rd Five Dock charger,"Queens Rd
Five Dock NSW 2046
Australia",Evie Networks,,4.0,75 kW,,-33.8696,151.1224,
,Riverglade Caravan Park,"Riverglade Caravan Park
2 Fitzroy St
Tumut NSW 2720
Australia",Elanga,4,AC,AC,-35.2947005,148.2198133,Snowy Valleys Council,2720,Destination Charging R1,review,ambiguous_exact_address,0.5,True,297.0,1.2083385629722723,1.2083385629722723,102.15187620342826,Peclet local snapshot (experimental),HC2733,Riverglade Caravan Park 2 Fitzroy St Tumut charger,"Riverglade Caravan Park
2 Fitzroy St
Tumut NSW 2720
Australia",Elanga,,4.0,AC,,-35.2947,148.2198,nearest=1.208m; gap=102.152m; manual confirmation required
,UOW Science Space,"Squires Way
North Wollongong NSW 2500
Australia",Chargefox,4,AC,AC,-34.4043033,150.8998778,Wollongong City Council,2500,Destination Charging R2,accepted,coordinate_near_clear,0.9,False,1094.0,2.0695016758645304,2.0695016758645304,467.0166520293502,Peclet local snapshot (experimental),HC2098,Squires Way North Wollongong charger,"Squires Way
North Wollongong NSW 2500
Australia",Chargefox,,4.0,AC,,-34.4043,150.8999,
,Thornton Library,"Thornton Library
Taylor Avenue
Thornton NSW 2322
Australia",Exploren,4,AC,AC,-32.777545,151.6403604,Maitland City Council,2322,Destination Charging R2,review,coordinate_candidate,0.5,True,1197.0,6.224480121582905,6.224480121582905,1902.8540743437761,Peclet local snapshot (experimental),HC2317,Thornton Library Taylor Avenue Thornton charger,"Thornton Library
Taylor Avenue
Thornton NSW 2322
Australia",Exploren,,4.0,AC,,-32.7775,151.6404,nearest=6.224m; gap=1902.854m; manual confirmation required
,Rich River Golf Club,"Twenty Four Ln
Moama NSW 2731
Australia",Smart Charge,4,AC,AC,-36.0390474,144.7327343,Murray River Council,2731,Destination Charging R1,review,coordinate_candidate,0.5,True,2038.0,6.106637128883674,6.106637128883674,3753.0205957181697,Peclet local snapshot (experimental),HC2730,Twenty Four Ln Moama charger,"Twenty Four Ln
Moama NSW 2731
Australia",Smart Charge,,4.0,AC,,-36.039,144.7327,nearest=6.107m; gap=3753.021m; manual confirmation required
,Tumbarumba Overnight Camper Parking,"Union Ln
Tumbarumba NSW 2653
Australia",Chargefox,4,AC,AC,-35.7759887,148.0108553,Snowy Valleys Council,2653,Destination Charging R2,accepted,coordinate_near_clear,0.9,False,1574.0,4.223763603132773,4.223763603132773,7574.523449934363,Peclet local snapshot (experimental),HC2076,Union Ln Tumbarumba charger,"Union Ln
Tumbarumba NSW 2653
Australia",Chargefox,,4.0,AC,,-35.776,148.0109,
