source_index,OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,Charger_rating.100kW,Charger_rating.11kW,Charger_rating.120kW,Charger_rating.125kW,Charger_rating.130kW,Charger_rating.13kW,Charger_rating.14kW,Charger_rating.150kW,Charger_rating.160kW,Charger_rating.165kW,Charger_rating.175kW,Charger_rating.17kW,Charger_rating.180kW,Charger_rating.185kW,Charger_rating.19kW,Charger_rating.200kW,Charger_rating.20kW,Charger_rating.22kW,Charger_rating.23kW,Charger_rating.240kW,Charger_rating.24kW,Charger_rating.250kW,Charger_rating.25kW,Charger_rating.270kW,Charger_rating.30kW,Charger_rating.350kW,Charger_rating.3kW,Charger_rating.400kW,Charger_rating.40kW,Charger_rating.42kW,Charger_rating.47kW,Charger_rating.50kW,Charger_rating.5kW,Charger_rating.60kW,Charger_rating.6kW,Charger_rating.75kW,Charger_rating.7kW,Charger_rating.80kW,Charger_rating.8kW,Charger_rating.9kW,SA4_NAME26,SA4_CODE26,PCODE_ORIGINAL,ocm_status,ocm_method,ocm_distance_m,ocm_address_score,ocm_id,ocm_address,ocm_station_name,ocm_operator,ocm_attributes,ocm_fast_dc_indicator,ocm_candidate_count,ocm_coordinate_candidate_count,ocm_nearest_coordinate_gap_m,ocm_review_reason,ocm_quality_flags,ocm_source_postcode_conflict,osm_fast_dc_status,osm_fast_dc_method,osm_fast_dc_distance_m,osm_fast_dc_address_score,osm_fast_dc_id,osm_fast_dc_address,osm_fast_dc_station_name,osm_fast_dc_operator,osm_fast_dc_attributes,osm_fast_dc_fast_dc_indicator,osm_fast_dc_candidate_count,osm_fast_dc_coordinate_candidate_count,osm_fast_dc_nearest_coordinate_gap_m,osm_fast_dc_review_reason,osm_fast_dc_quality_flags,osm_fast_dc_source_postcode_conflict,chargelarge_fast_dc_status,chargelarge_fast_dc_method,chargelarge_fast_dc_distance_m,chargelarge_fast_dc_address_score,chargelarge_fast_dc_id,chargelarge_fast_dc_address,chargelarge_fast_dc_station_name,chargelarge_fast_dc_operator,chargelarge_fast_dc_attributes,chargelarge_fast_dc_fast_dc_indicator,chargelarge_fast_dc_candidate_count,chargelarge_fast_dc_coordinate_candidate_count,chargelarge_fast_dc_nearest_coordinate_gap_m,chargelarge_fast_dc_review_reason,chargelarge_fast_dc_quality_flags,chargelarge_fast_dc_source_postcode_conflict,combined_dc_indicated_status,final_audit_status,matched_source,matched_external_ids,review_candidate_source,manual_review_reason,quality_review_reason,quality_review_required,augmentation_conflict_flags,accepted_source_attributes,augmented_attributes,new_attribute_count,historical_web_evidence
568,,,"461 Victoria Road, Sydney NSW 2111",Exploren,2,DC,120 kW,-33.8208589,151.121011,"Ryde, Council of the City of",2111,Existing Fast Chargers,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Ryde,126,2111,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,coordinate_only,34.37424239427022,0.0,https://www.openstreetmap.org/node/13073647400,,,Exploren,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 2, ""charging_point_count_raw"": 2, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": ""Bunnings"", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,accepted,coordinate_and_fuzzy_address,0.15594675080074413,0.9469387755102041,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1827,"461 Victoria Rd, Gladesville, NSW 2111",Bunnings Gladesville,,"{""connector_types_normalized"": ""CCS"", ""data_provider"": ""Charge@Large"", ""dc_port_count"": 2, ""number_of_plugs"": null, ""power_kw_max"": 120.0, ""power_kw_min"": 120.0, ""power_kw_values"": [120.0], ""power_scope"": ""dc_indicated_ports"", ""site_power_range_raw"": ""120"", ""status_counts"": {""Available"": 2}, ""status_observed_at"": null, ""total_port_count"": 2}",True,1,1,,,,False,accepted,accepted,OSM;Charge@Large,OSM:https://www.openstreetmap.org/node/13073647400;Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-1827,,,,no,,"{""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::data_provider"": ""Charge@Large"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::power_kw_max"": 120.0, ""Charge@Large::power_kw_min"": 120.0, ""Charge@Large::power_kw_values"": [120.0], ""Charge@Large::power_scope"": ""dc_indicated_ports"", ""Charge@Large::site_power_range_raw"": ""120"", ""Charge@Large::status_counts"": {""Available"": 2}, ""Charge@Large::total_port_count"": 2, ""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 2, ""OSM::charging_point_count_raw"": 2, ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::network"": ""Bunnings"", ""OSM::power_scope"": ""station_reported_maximum""}","{""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::power_kw_max"": 120.0, ""Charge@Large::power_kw_min"": 120.0, ""Charge@Large::power_scope"": ""dc_indicated_ports"", ""Charge@Large::status_counts"": {""Available"": 2}, ""Charge@Large::total_port_count"": 2, ""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS"", ""OSM::is_free"": false, ""OSM::network"": ""Bunnings"", ""OSM::power_scope"": ""station_reported_maximum""}",7,"[{""binding"": ""source_address_only; external identity not verified"", ""conclusion"": """", ""file"": ""data/reference/web_review/task3_104_non_ocm_web_verified.csv"", ""page_opened"": true, ""reported_confidence"": ""high"", ""url"": ""https://ev-charging-stations.com.au/chargers/exploren-461-victoria-road-sydney-nsw-2111""}]"
572,,,"472 Pacific Highway, Sydney NSW 2066",JOLT,2,DC,25 kW,-33.80837842,151.1785636,Lane Cove Municipal Council,2066,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - North Sydney and Hornsby,121,2066,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,[]
573,,,"47-49A Cleary Street, Newcastle NSW 2303",Chargefox,2,DC,60 kW,-32.92120425,151.747975,Newcastle City Council,2303,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Newcastle and Lake Macquarie,111,2303,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,[]
574,,,"481 Princes Highway, Sydney NSW 2232",Ampol,2,DC,150 kW,-34.02936741,151.0807237,Sutherland Shire Council,2232,Existing Fast Chargers,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Sutherland,128,2232,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,[]
575,,,"487 Sydney Road, Sydney NSW 2093",BP,2,DC,75 kW,-33.7953594,151.255969,Northern Beaches Council,2093,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Sydney - Northern Beaches,122,2093,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,[]
587,,,"5 Ray Street, Sydney NSW 2074",Exploren,2,DC,40 kW,-33.73201706,151.1273493,Ku-ring-gai Council,2074,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Sydney - North Sydney and Hornsby,121,2074,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,coordinate_and_fuzzy_address,0.05972605561584468,0.9058823529411766,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1309,"5 Ray St, Turramurra, NSW 2074",Turramurra Library,,"{""connector_types_normalized"": ""CCS"", ""data_provider"": ""Charge@Large"", ""dc_port_count"": 2, ""number_of_plugs"": null, ""power_kw_max"": 40.0, ""power_kw_min"": 40.0, ""power_kw_values"": [40.0], ""power_scope"": ""dc_indicated_ports"", ""site_power_range_raw"": ""40"", ""status_counts"": {""Available"": 1, ""Charging"": 1}, ""status_observed_at"": null, ""total_port_count"": 2}",True,1,1,,,,False,accepted,accepted,Charge@Large,Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-1309,,,,no,,"{""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::data_provider"": ""Charge@Large"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::power_kw_max"": 40.0, ""Charge@Large::power_kw_min"": 40.0, ""Charge@Large::power_kw_values"": [40.0], ""Charge@Large::power_scope"": ""dc_indicated_ports"", ""Charge@Large::site_power_range_raw"": ""40"", ""Charge@Large::status_counts"": {""Available"": 1, ""Charging"": 1}, ""Charge@Large::total_port_count"": 2}","{""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::power_kw_max"": 40.0, ""Charge@Large::power_kw_min"": 40.0, ""Charge@Large::power_scope"": ""dc_indicated_ports"", ""Charge@Large::status_counts"": {""Available"": 1, ""Charging"": 1}, ""Charge@Large::total_port_count"": 2}",2,"[{""binding"": ""source_address_only; external identity not verified"", ""conclusion"": """", ""file"": ""data/reference/web_review/task3_104_non_ocm_web_verified.csv"", ""page_opened"": false, ""reported_confidence"": ""medium"", ""url"": ""https://ev-charging-stations.com.au/chargers/exploren-5-ray-street-sydney-nsw-2074""}]"
590,,,"5 Willowdale Drive, Denham Court NSW 2565",Evie Networks,4,DC,75 kW,-33.97585397,150.811619,Campbelltown City Council,2565,ARENA - Driving the Nation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Sydney - Outer South West,123,2565,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,coordinate_only,3.2498877291187354,0.0,https://www.openstreetmap.org/node/13064502527,,,Evie Networks,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 4, ""charging_point_count_raw"": 4, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OSM,OSM:https://www.openstreetmap.org/node/13064502527,,,,no,,"{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 4, ""OSM::charging_point_count_raw"": 4, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}","{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}",5,"[{""binding"": ""source_address_only; external identity not verified"", ""conclusion"": """", ""file"": ""data/reference/web_review/task3_104_non_ocm_web_verified.csv"", ""page_opened"": false, ""reported_confidence"": ""medium"", ""url"": ""https://www.plugroo.com.au/nsw/kentlyn""}]"
591,,,"50 Bathurst Street, Brewarrina NSW 2839",NRMA Electric,4,DC,75 kW,-30.3247856,149.784033,Brewarrina Shire Council,2839,TfNSW Regional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,New England and North West,110,2390,unmatched,unmatched,,,,,,,{},,0,0,,,,True,review,coordinate_only,32.23044425593709,0.0,https://www.openstreetmap.org/node/12583296437,,,NRMA,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 4, ""charging_point_count_raw"": 4, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,2,2,268.4231344776801,source address and original postcode conflict; candidate does not pass the automatic identity gate,,True,unmatched,unmatched,,,,,,,{},,0,0,,,,True,review,review,,,OSM,OSM: source address and original postcode conflict; candidate does not pass the automatic identity gate,,no,,{},{},0,[]
593,,,"50 O'Sullivan Road, Sydney NSW 2029",Chargefox,2,DC,40 kW,-33.87899704,151.2623363,Woollahra Municipal Council,2029,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Sydney - Eastern Suburbs,118,2029,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,[]
599,,,"516 Punchbowl Road Cnr Wangee Road, Lakemba NSW 2195",Ampol,2,DC,125 kW,-33.911492,151.0732469,Canterbury Bankstown Council,2195,ARENA - Driving the Nation,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Inner South West,119,2195,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,[]
605,,,"528 John Oxley Drive, Thrumster NSW 2444",NRMA Electric,2,DC,50 kW,-31.45803208,152.8274244,Port Macquarie-Hastings Council,2444,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Mid North Coast,108,2444,review,coordinate_and_fuzzy_address,27.853124316736537,0.8840000000000001,172920,"John Oxley Drive, Thrumster, New South Wales, 2444",Sovereign Place [NRMA],NRMA,"{""charger_capacities"": ""50 kW"", ""charging_point_count"": 2.0, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2026-07-14T23:42:00Z"", ""number_of_plugs"": null, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2)"", ""power_kw_max"": 50.0, ""power_kw_min"": 50.0, ""power_kw_values"": [50.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": ""$0.64/kWh""}",True,2,2,16.70305226836341,address evidence is street-level only; another coordinate candidate is similarly close; multiple candidates have similar evidence; candidate does not pass the automatic identity gate,,False,accepted,coordinate_only,11.770527979157658,0.0,https://www.openstreetmap.org/node/7853821459,,,NRMA,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 4, ""charging_point_count_raw"": 4, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""OpenStreetMap"", ""is_free"": true, ""network"": ""NRMA"", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,2,2,62.77377424693477,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OSM,OSM:https://www.openstreetmap.org/node/7853821459,OCM,OCM: address evidence is street-level only; another coordinate candidate is similarly close; multiple candidates have similar evidence; candidate does not pass the automatic identity gate,,no,,"{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 4, ""OSM::charging_point_count_raw"": 4, ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": true, ""OSM::network"": ""NRMA"", ""OSM::power_scope"": ""station_reported_maximum""}","{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS"", ""OSM::is_free"": true, ""OSM::network"": ""NRMA"", ""OSM::power_scope"": ""station_reported_maximum""}",6,[]
608,,,"53 Sydney Road, Goulburn NSW 2580",Chargefox,2,DC,50 kW,-34.74796201,149.7496456,Goulburn Mulwaree Council,2580,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Capital Region,101,2580,accepted,coordinate_only,8.510263145828109,0.8358490566037736,190003,"Sydney Road, Bradfordville, Goulburn, New South Wales, 2580",Sydney Road,NRMA,"{""charger_capacities"": ""210 kW"", ""charging_point_count"": 4.0, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2026-07-15T01:58:00Z"", ""number_of_plugs"": null, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2)"", ""power_kw_max"": 210.0, ""power_kw_min"": 210.0, ""power_kw_values"": [210.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": ""$0.64 / kWh""}",True,1,1,,,address evidence is inconsistent,False,accepted,coordinate_only,3.9713774747891537,0.0,https://www.openstreetmap.org/node/7021322234,,,Chargefox,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 3, ""charging_point_count_raw"": 3, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": ""Chargefox"", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OCM;OSM,OCM:190003;OSM:https://www.openstreetmap.org/node/7021322234,,,OCM: address evidence is inconsistent,yes,,"{""OCM::charger_capacities"": ""210 kW"", ""OCM::charging_point_count"": 4.0, ""OCM::connector_types_normalized"": ""CCS"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2026-07-15T01:58:00Z"", ""OCM::operator"": ""NRMA"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OCM::power_kw_max"": 210.0, ""OCM::power_kw_min"": 210.0, ""OCM::power_kw_values"": [210.0], ""OCM::power_scope"": ""dc_indicated_connection_ratings"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""$0.64 / kWh"", ""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 3, ""OSM::charging_point_count_raw"": 3, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::network"": ""Chargefox"", ""OSM::power_scope"": ""station_reported_maximum""}","{""OCM::connector_types_normalized"": ""CCS"", ""OCM::is_operational"": true, ""OCM::operator"": ""NRMA"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OCM::power_kw_max"": 210.0, ""OCM::power_kw_min"": 210.0, ""OCM::power_scope"": ""dc_indicated_connection_ratings"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""$0.64 / kWh"", ""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::is_free"": false, ""OSM::network"": ""Chargefox"", ""OSM::power_scope"": ""station_reported_maximum""}",10,"[{""binding"": ""same source address and OCM ID; search evidence only"", ""conclusion"": ""web_evidence_found_not_identity_proof"", ""file"": ""data/reference/web_review/task3_ocm_125_web_confidence.csv"", ""page_opened"": false, ""reported_confidence"": ""medium"", ""url"": ""https://www.plugroo.com.au/location/nrma-nsw-goulburn-53-sydney-rd""}]"
611,,,"53A Orient Street, Batemans Bay NSW 2536",Evie Networks,2,DC,50 kW,-35.71073278,150.1776366,Eurobodalla Shire Council,2536,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Capital Region,101,2536,review,coordinate_only,89.64133390746164,0.8882352941176471,190706,"51 Orient Street, Batemans Bay, New South Wales, 2536",Dan Murphy's,Evie,"{""charger_capacities"": ""50 kW"", ""charging_point_count"": 1.0, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2023-07-12T22:38:00Z"", ""number_of_plugs"": null, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 50.0, ""power_kw_min"": 50.0, ""power_kw_values"": [50.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": ""50c per kWh energy consumed.""}",True,3,3,222.69018685196184,house numbers conflict; address evidence is inconsistent; candidate does not pass the automatic identity gate,,False,accepted,coordinate_only,93.40709869623105,0.0,https://www.openstreetmap.org/node/7370327570,,,Evie Networks,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 1, ""charging_point_count_raw"": 1, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""OpenStreetMap"", ""is_free"": true, ""network"": ""Evie Networks"", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": 50.0, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,3,3,237.5621743652706,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OSM,OSM:https://www.openstreetmap.org/node/7370327570,OCM,OCM: house numbers conflict; address evidence is inconsistent; candidate does not pass the automatic identity gate,,no,,"{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 1, ""OSM::charging_point_count_raw"": 1, ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": true, ""OSM::network"": ""Evie Networks"", ""OSM::power_kw_max"": 50.0, ""OSM::power_scope"": ""station_reported_maximum""}","{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS"", ""OSM::is_free"": true, ""OSM::network"": ""Evie Networks"", ""OSM::power_kw_max"": 50.0, ""OSM::power_scope"": ""station_reported_maximum""}",6,[]
612,,,"54 Brighton Street, Sydney NSW 2132",JOLT,2,DC,25 kW,-33.89474579,151.1096857,Burwood Council,2132,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Inner West,120,2132,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,[]
615,,,"54 Minjungbal Drive, Tweed Heads NSW 2486",Evie Networks,4,DC,150 kW,-28.19898503,153.545985,Tweed Shire Council,2486,Existing Fast Chargers,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richmond - Tweed,112,2486,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,coordinate_only,3.867516461810226,0.0,https://www.openstreetmap.org/node/12926990585,,,Evie Networks,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 4, ""charging_point_count_raw"": 4, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OSM,OSM:https://www.openstreetmap.org/node/12926990585,,,,no,,"{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 4, ""OSM::charging_point_count_raw"": 4, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}","{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}",5,"[{""binding"": ""source_address_only; external identity not verified"", ""conclusion"": """", ""file"": ""data/reference/web_review/task3_104_non_ocm_web_verified.csv"", ""page_opened"": true, ""reported_confidence"": ""high"", ""url"": ""https://ev-charging-stations.com.au/chargers/evie-54-minjungbal-drive-tweed-heads-nsw-2486""}]"
